,reaction name,,total,fatal,name0,name1,level,vax_name,sheet
33,Maternal complications of labour NEC,,,,Pregnancy conditions,,2,pfizer,Table 24
34,Uterine contractions abnormal,,1.0,0.0,Pregnancy conditions,Maternal complications of labour NEC,3,pfizer,Table 24
35,Uterine hypertonus,,8.0,0.0,Pregnancy conditions,Maternal complications of labour NEC,3,pfizer,Table 24
36,Maternal complications of pregnancy NEC,,,,Pregnancy conditions,,2,pfizer,Table 24
37,Biochemical pregnancy,,1.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
38,Complication of pregnancy,,1.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
39,Decidual cast,,4.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
40,Ectopic pregnancy,,7.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
41,Hyperemesis gravidarum,,1.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
42,Morning sickness,,15.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
43,Preterm premature rupture of membranes,,3.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
44,Ruptured ectopic pregnancy,,1.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
45,Somatic symptom disorder of pregnancy,,3.0,0.0,Pregnancy conditions,Maternal complications of pregnancy NEC,3,pfizer,Table 24
46,Newborn complications NEC,,,,Pregnancy conditions,,2,pfizer,Table 24
47,Neonatal disorder,,1.0,0.0,Pregnancy conditions,Newborn complications NEC,3,pfizer,Table 24
48,Normal newborn status,,,,Pregnancy conditions,,2,pfizer,Table 24
49,Normal newborn,,1.0,0.0,Pregnancy conditions,Normal newborn status,3,pfizer,Table 24
50,"Normal pregnancy, labour and delivery",,,,Pregnancy conditions,,2,pfizer,Table 24
51,Labour pain,,1.0,0.0,Pregnancy conditions,"Normal pregnancy, labour and delivery",3,pfizer,Table 24
52,Live birth,,4.0,0.0,Pregnancy conditions,"Normal pregnancy, labour and delivery",3,pfizer,Table 24
53,Pregnancy,,34.0,0.0,Pregnancy conditions,"Normal pregnancy, labour and delivery",3,pfizer,Table 24
54,Uterine contractions during pregnancy,,5.0,0.0,Pregnancy conditions,"Normal pregnancy, labour and delivery",3,pfizer,Table 24
55,Pregnancy conditionsPregnancy conditions cont'd,,,,Pregnancy conditions,,2,pfizer,Table 24
56,Placental abnormalities (excl neoplasms),,,,Pregnancy conditions,,2,pfizer,Table 24
57,Placental disorder,,1.0,0.0,Pregnancy conditions,Placental abnormalities (excl neoplasms),3,pfizer,Table 24
58,Placental insufficiency,,1.0,0.0,Pregnancy conditions,Placental abnormalities (excl neoplasms),3,pfizer,Table 24
59,Postpartum complications NEC,,,,Pregnancy conditions,,2,pfizer,Table 24
60,Postpartum haemorrhage,,3.0,0.0,Pregnancy conditions,Postpartum complications NEC,3,pfizer,Table 24
61,Pregnancy complicated by maternal disorders,,,,Pregnancy conditions,,2,pfizer,Table 24
62,Gestational diabetes,,2.0,0.0,Pregnancy conditions,Pregnancy complicated by maternal disorders,3,pfizer,Table 24
63,Peripartum cardiomyopathy,,1.0,0.0,Pregnancy conditions,Pregnancy complicated by maternal disorders,3,pfizer,Table 24
64,Stillbirth and foetal death,,,,Pregnancy conditions,,2,pfizer,Table 24
65,Foetal death,,4.0,4.0,Pregnancy conditions,Stillbirth and foetal death,3,pfizer,Table 24
66,Stillbirth,,6.0,6.0,Pregnancy conditions,Stillbirth and foetal death,3,pfizer,Table 24
67,Unintended pregnancies,,,,Pregnancy conditions,,2,pfizer,Table 24
68,Pregnancy after post coital contraception,,2.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
69,Pregnancy on contraceptive,,2.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
70,Pregnancy on oral contraceptive,,2.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
71,Pregnancy with contraceptive device,,1.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
72,Pregnancy with implant contraceptive,,1.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
73,Unintended pregnancy,,3.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
74,Unwanted pregnancy,,1.0,0.0,Pregnancy conditions,Unintended pregnancies,3,pfizer,Table 24
75,Pregnancy conditions SOC TOTAL,,537.0,11.0,Pregnancy conditions,Unintended pregnancies,4,pfizer,Table 24
1,Device issues NEC,,,,Device issues NEC,,1,pfizer,Table 24
2,Device connection issue,,1.0,0.0,Device issues NEC,,3,pfizer,Table 24
3,Device failure,,1.0,0.0,Device issues NEC,,3,pfizer,Table 24
4,Device issue,,2.0,0.0,Device issues NEC,,3,pfizer,Table 24
5,Device malfunction events NEC,,,,Device issues NEC,,2,pfizer,Table 24
6,Device infusion issue,,1.0,0.0,Device issues NEC,Device malfunction events NEC,3,pfizer,Table 24
7,Device malfunction,,1.0,0.0,Device issues NEC,Device malfunction events NEC,3,pfizer,Table 24
8,Device pacing issue,,1.0,0.0,Device issues NEC,Device malfunction events NEC,3,pfizer,Table 24
9,Device stimulation issue,,1.0,0.0,Device issues NEC,Device malfunction events NEC,3,pfizer,Table 24
10,Oversensing,,15.0,0.0,Device issues NEC,Device malfunction events NEC,3,pfizer,Table 24
11,Thrombosis in device,,9.0,0.0,Device issues NEC,Device malfunction events NEC,3,pfizer,Table 24
12,Device physical property and chemical issues,,,,Device issues NEC,,2,pfizer,Table 24
13,Device breakage,,1.0,0.0,Device issues NEC,Device physical property and chemical issues,3,pfizer,Table 24
14,Device defective,,7.0,0.0,Device issues NEC,Device physical property and chemical issues,3,pfizer,Table 24
15,Device kink,,1.0,0.0,Device issues NEC,Device physical property and chemical issues,3,pfizer,Table 24
16,Needle issue,,2.0,0.0,Device issues NEC,Device physical property and chemical issues,3,pfizer,Table 24
17,Product contamination and sterility issues,,,,Device issues NEC,,2,pfizer,Table 24
18,Product contamination,,11.0,0.0,Device issues NEC,Product contamination and sterility issues,3,pfizer,Table 24
19,Product contamination physical,,6.0,0.0,Device issues NEC,Product contamination and sterility issues,3,pfizer,Table 24
20,Product packaging issues,,,,Device issues NEC,,2,pfizer,Table 24
21,Product closure issue,,1.0,0.0,Device issues NEC,Product packaging issues,3,pfizer,Table 24
22,Product physical issues,,,,Device issues NEC,,2,pfizer,Table 24
23,Liquid product physical issue,,9.0,0.0,Device issues NEC,Product physical issues,3,pfizer,Table 24
24,Product deposit,,1.0,0.0,Device issues NEC,Product physical issues,3,pfizer,Table 24
25,Product odour abnormal,,2.0,0.0,Device issues NEC,Product physical issues,3,pfizer,Table 24
26,Product physical issue,,2.0,0.0,Device issues NEC,Product physical issues,3,pfizer,Table 24
27,Product taste abnormal,,9.0,0.0,Device issues NEC,Product physical issues,3,pfizer,Table 24
28,Product quality issues NEC,,,,Device issues NEC,,2,pfizer,Table 24
29,Product complaint,,1.0,0.0,Device issues NEC,Product quality issues NEC,3,pfizer,Table 24
30,Product origin unknown,,6.0,0.0,Device issues NEC,Product quality issues NEC,3,pfizer,Table 24
31,Product supply and availability issues,,,,Device issues NEC,,2,pfizer,Table 24
32,Product availability issue,,1.0,0.0,Device issues NEC,Product supply and availability issues,3,pfizer,Table 24
33,null SOC TOTAL,,92.0,0.0,Device issues NEC,Product supply and availability issues,4,pfizer,Table 24
1,Psychiatric disorders,,,,Psychiatric disorders,,1,pfizer,Table 24
2,Abnormal behaviour NEC,,,,Psychiatric disorders,,2,pfizer,Table 24
3,Abnormal behaviour,,25.0,0.0,Psychiatric disorders,Abnormal behaviour NEC,3,pfizer,Table 24
4,Behaviour disorder,,1.0,0.0,Psychiatric disorders,Abnormal behaviour NEC,3,pfizer,Table 24
5,Breath holding,,6.0,0.0,Psychiatric disorders,Abnormal behaviour NEC,3,pfizer,Table 24
6,Staring,,7.0,0.0,Psychiatric disorders,Abnormal behaviour NEC,3,pfizer,Table 24
7,Adjustment disorders,,,,Psychiatric disorders,,2,pfizer,Table 24
8,Adjustment disorder with depressed mood,,4.0,0.0,Psychiatric disorders,Adjustment disorders,3,pfizer,Table 24
9,Affect alterations NEC,,,,Psychiatric disorders,,2,pfizer,Table 24
10,Affect lability,,12.0,0.0,Psychiatric disorders,Affect alterations NEC,3,pfizer,Table 24
11,Constricted affect,,3.0,0.0,Psychiatric disorders,Affect alterations NEC,3,pfizer,Table 24
12,Flat affect,,11.0,0.0,Psychiatric disorders,Affect alterations NEC,3,pfizer,Table 24
13,Inappropriate affect,,21.0,0.0,Psychiatric disorders,Affect alterations NEC,3,pfizer,Table 24
14,Amnestic symptoms,,,,Psychiatric disorders,,2,pfizer,Table 24
15,Paramnesia,,5.0,0.0,Psychiatric disorders,Amnestic symptoms,3,pfizer,Table 24
16,Anxiety disorders NEC,,,,Psychiatric disorders,,2,pfizer,Table 24
17,Anxiety disorder,,1.0,0.0,Psychiatric disorders,Anxiety disorders NEC,3,pfizer,Table 24
18,Generalised anxiety disorder,,1.0,0.0,Psychiatric disorders,Anxiety disorders NEC,3,pfizer,Table 24
19,Neurosis,,1.0,0.0,Psychiatric disorders,Anxiety disorders NEC,3,pfizer,Table 24
20,Anxiety symptoms,,,,Psychiatric disorders,,2,pfizer,Table 24
21,Agitation,,74.0,0.0,Psychiatric disorders,Anxiety symptoms,3,pfizer,Table 24
22,Anxiety,,778.0,0.0,Psychiatric disorders,Anxiety symptoms,3,pfizer,Table 24
23,Immunisation anxiety related reaction,,2.0,0.0,Psychiatric disorders,Anxiety symptoms,3,pfizer,Table 24
24,Nervousness,,165.0,0.0,Psychiatric disorders,Anxiety symptoms,3,pfizer,Table 24
25,Stress,,94.0,0.0,Psychiatric disorders,Anxiety symptoms,3,pfizer,Table 24
26,Tension,,37.0,0.0,Psychiatric disorders,Anxiety symptoms,3,pfizer,Table 24
27,Attention deficit and disruptive behaviour disorders,,,,Psychiatric disorders,,2,pfizer,Table 24
28,Attention deficit hyperactivity disorder,,6.0,0.0,Psychiatric disorders,Attention deficit and disruptive behaviour disorders,3,pfizer,Table 24
29,Behaviour and socialisation disturbances,,,,Psychiatric disorders,,2,pfizer,Table 24
30,Aggression,,13.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
31,Attention-seeking behaviour,,1.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
32,Aversion,,1.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
33,Disinhibition,,2.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
34,Indifference,,6.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
35,Paranoia,,24.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
36,Personality change,,4.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
37,Social avoidant behaviour,,5.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
38,Soliloquy,,2.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
39,Suspiciousness,,1.0,0.0,Psychiatric disorders,Behaviour and socialisation disturbances,3,pfizer,Table 24
40,Bipolar disorders,,,,Psychiatric disorders,,2,pfizer,Table 24
41,Bipolar I disorder,,2.0,0.0,Psychiatric disorders,Bipolar disorders,3,pfizer,Table 24
42,Bipolar disorder,,4.0,0.0,Psychiatric disorders,Bipolar disorders,3,pfizer,Table 24
43,Cognitive and attention disorders and disturbances NEC,,,,Psychiatric disorders,,2,pfizer,Table 24
44,Daydreaming,,7.0,0.0,Psychiatric disorders,Cognitive and attention disorders and disturbances NEC,3,pfizer,Table 24
45,Distractibility,,1.0,0.0,Psychiatric disorders,Cognitive and attention disorders and disturbances NEC,3,pfizer,Table 24
46,Mental fatigue,,197.0,0.0,Psychiatric disorders,Cognitive and attention disorders and disturbances NEC,3,pfizer,Table 24
47,Communications disorders,,,,Psychiatric disorders,,2,pfizer,Table 24
48,Communication disorder,,5.0,0.0,Psychiatric disorders,Communications disorders,3,pfizer,Table 24
49,Mutism,,3.0,0.0,Psychiatric disorders,Communications disorders,3,pfizer,Table 24
50,Confusion and disorientation,,,,Psychiatric disorders,,2,pfizer,Table 24
51,Confusional state,,817.0,0.0,Psychiatric disorders,Confusion and disorientation,3,pfizer,Table 24
52,Disorientation,,264.0,0.0,Psychiatric disorders,Confusion and disorientation,3,pfizer,Table 24
53,Decreased physical activity levels,,,,Psychiatric disorders,,2,pfizer,Table 24
54,Catatonia,,1.0,0.0,Psychiatric disorders,Decreased physical activity levels,3,pfizer,Table 24
55,Psychiatric disordersPsychiatric disorders cont'd,,,,Psychiatric disorders,,2,pfizer,Table 24
56,Deliria,,,,Psychiatric disorders,,2,pfizer,Table 24
57,Delirium,,100.0,0.0,Psychiatric disorders,Deliria,3,pfizer,Table 24
58,Delusional symptoms,,,,Psychiatric disorders,,2,pfizer,Table 24
59,Delusion,,11.0,0.0,Psychiatric disorders,Delusional symptoms,3,pfizer,Table 24
60,Depressive disorders,,,,Psychiatric disorders,,2,pfizer,Table 24
61,Agitated depression,,5.0,0.0,Psychiatric disorders,Depressive disorders,3,pfizer,Table 24
62,Depression,,312.0,0.0,Psychiatric disorders,Depressive disorders,3,pfizer,Table 24
63,Depression suicidal,,14.0,0.0,Psychiatric disorders,Depressive disorders,3,pfizer,Table 24
64,Major depression,,9.0,0.0,Psychiatric disorders,Depressive disorders,3,pfizer,Table 24
65,Mixed anxiety and depressive disorder,,3.0,0.0,Psychiatric disorders,Depressive disorders,3,pfizer,Table 24
66,Dissociative states,,,,Psychiatric disorders,,2,pfizer,Table 24
67,Depersonalisation/derealisation disorder,,10.0,0.0,Psychiatric disorders,Dissociative states,3,pfizer,Table 24
68,Dissociation,,28.0,0.0,Psychiatric disorders,Dissociative states,3,pfizer,Table 24
69,Dissociative amnesia,,2.0,0.0,Psychiatric disorders,Dissociative states,3,pfizer,Table 24
70,Dissociative disorder,,2.0,0.0,Psychiatric disorders,Dissociative states,3,pfizer,Table 24
71,Disturbances in initiating and maintaining sleep,,,,Psychiatric disorders,,2,pfizer,Table 24
72,Initial insomnia,,22.0,0.0,Psychiatric disorders,Disturbances in initiating and maintaining sleep,3,pfizer,Table 24
73,Insomnia,,1321.0,0.0,Psychiatric disorders,Disturbances in initiating and maintaining sleep,3,pfizer,Table 24
74,Middle insomnia,,27.0,0.0,Psychiatric disorders,Disturbances in initiating and maintaining sleep,3,pfizer,Table 24
75,Terminal insomnia,,32.0,0.0,Psychiatric disorders,Disturbances in initiating and maintaining sleep,3,pfizer,Table 24
76,Dyssomnias,,,,Psychiatric disorders,,2,pfizer,Table 24
77,Breathing-related sleep disorder,,1.0,0.0,Psychiatric disorders,Dyssomnias,3,pfizer,Table 24
78,Dyssomnia,,1.0,0.0,Psychiatric disorders,Dyssomnias,3,pfizer,Table 24
79,Poor quality sleep,,204.0,0.0,Psychiatric disorders,Dyssomnias,3,pfizer,Table 24
80,Eating disorders NEC,,,,Psychiatric disorders,,2,pfizer,Table 24
81,Bulimia nervosa,,1.0,0.0,Psychiatric disorders,Eating disorders NEC,3,pfizer,Table 24
82,Eating disorder,,10.0,0.0,Psychiatric disorders,Eating disorders NEC,3,pfizer,Table 24
83,Selective eating disorder,,1.0,0.0,Psychiatric disorders,Eating disorders NEC,3,pfizer,Table 24
84,Emotional and mood disturbances NEC,,,,Psychiatric disorders,,2,pfizer,Table 24
85,Anger,,35.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
86,Dysphoria,,2.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
87,Emotional disorder,,54.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
88,Emotional distress,,39.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
89,Emotional poverty,,1.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
90,Euphoric mood,,42.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
91,Frustration tolerance decreased,,2.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
92,Irritability,,194.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
93,Mood altered,,53.0,0.0,Psychiatric disorders,Emotional and mood disturbances NEC,3,pfizer,Table 24
94,Factitious disorders,,,,Psychiatric disorders,,2,pfizer,Table 24
95,Factitious disorder,,4.0,0.0,Psychiatric disorders,Factitious disorders,3,pfizer,Table 24
96,Fear symptoms and phobic disorders (incl social phobia),,,,Psychiatric disorders,,2,pfizer,Table 24
97,Agoraphobia,,2.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
98,Fear,,18.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
99,Fear of death,,1.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
100,Fear of eating,,1.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
101,Fear of falling,,3.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
102,Fear of injection,,6.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
103,Osmophobia,,1.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
104,Phobia,,3.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
105,Phonophobia,,2.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
106,Social anxiety disorder,,1.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
107,Social fear,,1.0,0.0,Psychiatric disorders,Fear symptoms and phobic disorders (incl social phobia),3,pfizer,Table 24
108,Fluctuating mood symptoms,,,,Psychiatric disorders,,2,pfizer,Table 24
109,Psychiatric disordersPsychiatric disorders cont'd,,,,Psychiatric disorders,,2,pfizer,Table 24
110,Mood swings,,136.0,0.0,Psychiatric disorders,Psychiatric disordersPsychiatric disorders cont'd,3,pfizer,Table 24
111,Hallucinations (excl sleep-related),,,,Psychiatric disorders,,2,pfizer,Table 24
